date,overnight_rate_pa,country
2015-06-01,0.7464,Canada
2015-07-01,0.5019,Canada
2015-08-01,0.5026,Canada
2015-09-01,0.5002,Canada
2015-10-01,0.4991,Canada
2015-11-01,0.4967,Canada
2015-12-01,0.5242,Canada
2016-01-01,0.5153,Canada
2016-02-01,0.4991,Canada
2016-03-01,0.4981,Canada
2016-04-01,0.5005,Canada
2016-05-01,0.4974,Canada
2016-06-01,0.5035,Canada
2016-07-01,0.5078,Canada
2016-08-01,0.4926,Canada
2016-09-01,0.4969,Canada
2016-10-01,0.4883,Canada
2016-11-01,0.4893,Canada
2016-12-01,0.4936,Canada
2017-01-01,0.4885,Canada
2017-02-01,0.4887,Canada
2017-03-01,0.5003,Canada
2017-04-01,0.4953,Canada
2017-05-01,0.4886,Canada
2017-06-01,0.4941,Canada
2017-07-01,0.7414,Canada
2017-08-01,0.7473,Canada
2017-09-01,0.9941,Canada
2017-10-01,0.9955,Canada
2017-11-01,0.9916,Canada
2017-12-01,0.997,Canada
2018-01-01,1.2461,Canada
2018-02-01,1.2367,Canada
2018-03-01,1.2457,Canada
2018-04-01,1.2461,Canada
2018-05-01,1.2434,Canada
2018-06-01,1.2464,Canada
2018-07-01,1.4948,Canada
2018-08-01,1.4961,Canada
2018-09-01,1.4979,Canada
2018-10-01,1.7476,Canada
2018-11-01,1.7473,Canada
2018-12-01,1.7516,Canada
2019-01-01,1.7462,Canada
2019-02-01,1.7455,Canada
2019-03-01,1.7461,Canada
2019-04-01,1.7459,Canada
2019-05-01,1.745,Canada
2019-06-01,1.7429,Canada
2019-07-01,1.7469,Canada
2019-08-01,1.7481,Canada
2019-09-01,1.7454,Canada
2019-10-01,1.7472,Canada
2019-11-01,1.7487,Canada
2019-12-01,1.7479,Canada
2020-01-01,1.7487,Canada
2020-02-01,1.7485,Canada
2020-03-01,0.7406,Canada
2020-04-01,0.2341,Canada
2020-05-01,0.2379,Canada
2020-06-01,0.2327,Canada
2020-07-01,0.2407,Canada
2020-08-01,0.2337,Canada
2020-09-01,0.2181,Canada
2020-10-01,0.2337,Canada
2020-11-01,0.2336,Canada
2020-12-01,0.1741,Canada
2021-01-01,0.1826,Canada
2021-02-01,0.2143,Canada
2021-03-01,0.1529,Canada
2021-04-01,0.1669,Canada
2021-05-01,0.1872,Canada
2021-06-01,0.1873,Canada
2021-07-01,0.193,Canada
2021-08-01,0.2026,Canada
2021-09-01,0.1824,Canada
2021-10-01,0.2025,Canada
2021-11-01,0.2078,Canada
2021-12-01,0.1274,Canada
2022-01-01,0.1759349999999999,Canada
2022-02-01,0.1717473684210529,Canada
2022-03-01,0.40775652173913,Canada
2022-04-01,0.710333333333333,Canada
2022-05-01,0.947242857142857,Canada
2022-06-01,1.42881363636364,Canada
2022-07-01,2.03743684210526,Canada
2022-08-01,2.48295454545455,Canada
2022-09-01,3.10176842105263,Canada
2022-10-01,3.31408947368421,Canada
2022-11-01,3.74122380952381,Canada
2022-12-01,4.1245,Canada
2023-01-01,4.29001428571429,Canada
2023-02-01,4.49236842105263,Canada
2023-03-01,4.49231304347826,Canada
2023-04-01,4.49171764705882,Canada
2023-05-01,4.49264761904762,Canada
2023-06-01,4.683945454545451,Canada
2023-07-01,4.9038900000000005,Canada
2023-08-01,4.99421363636364,Canada
2023-09-01,4.991785,Canada
2023-10-01,5.001844999999999,Canada
2023-11-01,5.01366666666667,Canada
2023-12-01,5.01547894736842,Canada
2024-01-01,5.02609090909091,Canada
2024-02-01,5.01497,Canada
2024-03-01,5.00289,Canada
2024-04-01,4.999918181818179,Canada
2024-05-01,5.0027,Canada
2024-06-01,4.80132,Canada
2024-07-01,4.70747142857143,Canada
2024-08-01,4.512980000000001,Canada
2024-09-01,4.29742222222222,Canada
2024-10-01,4.1547,Canada
2000-01-01,2.28,Switzerland
2000-02-01,1.342026,Switzerland
2000-03-01,2.361749,Switzerland
2000-04-01,2.547827,Switzerland
2000-05-01,3.047974,Switzerland
2000-06-01,3.054887,Switzerland
2000-07-01,2.778948,Switzerland
2000-08-01,3.125945,Switzerland
2000-09-01,2.991287,Switzerland
2000-10-01,2.967391,Switzerland
2000-11-01,2.955805,Switzerland
2000-12-01,3.490226,Switzerland
2001-01-01,3.308556,Switzerland
2001-02-01,3.282052,Switzerland
2001-03-01,3.250111,Switzerland
2001-04-01,3.085493,Switzerland
2001-05-01,3.275508,Switzerland
2001-06-01,3.283814,Switzerland
2001-07-01,3.226346,Switzerland
2001-08-01,3.123531,Switzerland
2001-09-01,2.027698,Switzerland
2001-10-01,2.118133,Switzerland
2001-11-01,1.960142,Switzerland
2001-12-01,1.469348,Switzerland
2002-01-01,1.203506,Switzerland
2002-02-01,1.571053,Switzerland
2002-03-01,1.202675,Switzerland
2002-04-01,1.418686,Switzerland
2002-05-01,0.974746,Switzerland
2002-06-01,0.937309,Switzerland
2002-07-01,0.703175,Switzerland
2002-08-01,0.603556,Switzerland
2002-09-01,0.50856,Switzerland
2002-10-01,0.517184,Switzerland
2002-11-01,0.506908,Switzerland
2002-12-01,0.362647,Switzerland
2003-01-01,0.486557,Switzerland
2003-02-01,0.562408,Switzerland
2003-03-01,0.177559,Switzerland
2003-04-01,0.094747,Switzerland
2003-05-01,0.13474,Switzerland
2003-06-01,0.14823,Switzerland
2003-07-01,0.111008,Switzerland
2003-08-01,0.053337,Switzerland
2003-09-01,0.145845,Switzerland
2003-10-01,0.113241,Switzerland
2003-11-01,0.117566,Switzerland
2003-12-01,0.126631,Switzerland
2004-01-01,0.098549,Switzerland
2004-02-01,0.100093,Switzerland
2004-03-01,0.110365,Switzerland
2004-04-01,0.108065,Switzerland
2004-05-01,0.112946,Switzerland
2004-06-01,0.360676,Switzerland
2004-07-01,0.1953,Switzerland
2004-08-01,0.173508,Switzerland
2004-09-01,0.53447,Switzerland
2004-10-01,0.63083,Switzerland
2004-11-01,0.503354,Switzerland
2004-12-01,0.497394,Switzerland
2005-01-01,0.654176,Switzerland
2005-02-01,0.67587,Switzerland
2005-03-01,0.809343,Switzerland
2005-04-01,0.646173,Switzerland
2005-05-01,0.665846,Switzerland
2005-06-01,0.631008,Switzerland
2005-07-01,0.678098,Switzerland
2005-08-01,0.677405,Switzerland
2005-09-01,0.674366,Switzerland
2005-10-01,0.673334,Switzerland
2005-11-01,0.68404,Switzerland
2005-12-01,0.609864,Switzerland
2006-01-01,0.828563,Switzerland
2006-02-01,0.895374,Switzerland
2006-03-01,1.05294,Switzerland
2006-04-01,1.187275,Switzerland
2006-05-01,1.11309,Switzerland
2006-06-01,1.242492,Switzerland
2006-07-01,1.345125,Switzerland
2006-08-01,1.370228,Switzerland
2006-09-01,1.682963,Switzerland
2006-10-01,1.627171,Switzerland
2006-11-01,1.768215,Switzerland
2006-12-01,1.897995,Switzerland
2007-01-01,1.905279,Switzerland
2007-02-01,1.835111,Switzerland
2007-03-01,1.979335,Switzerland
2007-04-01,2.066636,Switzerland
2007-05-01,2.165807,Switzerland
2007-06-01,2.418879,Switzerland
2007-07-01,2.490651,Switzerland
2007-08-01,2.3134,Switzerland
2007-09-01,2.209981,Switzerland
2007-10-01,2.118889,Switzerland
2007-11-01,2.115592,Switzerland
2007-12-01,1.873853,Switzerland
2008-01-01,2.241335,Switzerland
2008-02-01,2.240998,Switzerland
2008-03-01,1.894609,Switzerland
2008-04-01,1.850478,Switzerland
2008-05-01,1.796851,Switzerland
2008-06-01,1.860357,Switzerland
2008-07-01,1.955679,Switzerland
2008-08-01,1.933609,Switzerland
2008-09-01,1.666335,Switzerland
2008-10-01,0.522862,Switzerland
2008-11-01,0.03909,Switzerland
2008-12-01,0.019608,Switzerland
2009-01-01,0.080879,Switzerland
2009-02-01,0.035864,Switzerland
2009-03-01,0.031394,Switzerland
2009-04-01,0.03359,Switzerland
2009-05-01,0.034996,Switzerland
2009-06-01,0.020048,Switzerland
2009-07-01,0.016977,Switzerland
2009-08-01,0.018446,Switzerland
2009-09-01,0.024256,Switzerland
2009-10-01,0.045043,Switzerland
2009-11-01,0.043573,Switzerland
2009-12-01,0.031984,Switzerland
2010-01-01,0.027068,Switzerland
2010-02-01,0.037635,Switzerland
2010-03-01,0.052509,Switzerland
2010-04-01,0.027666,Switzerland
2010-05-01,0.016089,Switzerland
2010-06-01,0.059386,Switzerland
2010-07-01,0.079548,Switzerland
2010-08-01,0.318768,Switzerland
2010-09-01,0.093595,Switzerland
2010-10-01,0.058606,Switzerland
2010-11-01,0.15866,Switzerland
2010-12-01,0.050282,Switzerland
2011-01-01,0.10152,Switzerland
2011-02-01,0.078858,Switzerland
2011-03-01,0.083753,Switzerland
2011-04-01,0.030437,Switzerland
2011-05-01,0.02816,Switzerland
2011-06-01,0.07111,Switzerland
2011-07-01,0.05025,Switzerland
2011-08-01,-0.009758,Switzerland
2011-09-01,0.008339,Switzerland
2011-10-01,0.002873,Switzerland
2011-11-01,0.02014,Switzerland
2011-12-01,0.018136,Switzerland
2012-01-01,-0.012948,Switzerland
2012-02-01,-0.001064,Switzerland
2012-03-01,0.007232,Switzerland
2012-04-01,-0.017135,Switzerland
2012-05-01,0.016374,Switzerland
2012-06-01,0.027838,Switzerland
2012-07-01,-0.057817,Switzerland
2012-08-01,-0.023866,Switzerland
2012-09-01,0.022813,Switzerland
2012-10-01,-0.027541,Switzerland
2012-11-01,0.04,Switzerland
2012-12-01,0.032766,Switzerland
2013-01-01,-0.028182,Switzerland
2013-02-01,-0.035067,Switzerland
2013-03-01,-0.017292,Switzerland
2013-04-01,-0.008163,Switzerland
2013-05-01,-0.024285,Switzerland
2013-06-01,0.004224,Switzerland
2013-07-01,-0.005746,Switzerland
2013-08-01,0.010574,Switzerland
2013-09-01,-0.001193,Switzerland
2013-10-01,-0.016479,Switzerland
2013-11-01,-0.033343,Switzerland
2013-12-01,0.089315,Switzerland
2014-01-01,-0.015391,Switzerland
2014-02-01,-0.02602,Switzerland
2014-03-01,-0.000316,Switzerland
2014-04-01,-0.038873,Switzerland
2014-05-01,-0.022355,Switzerland
2014-06-01,-0.036625,Switzerland
2014-07-01,-0.034751,Switzerland
2014-08-01,0.006218,Switzerland
2014-09-01,0.01231,Switzerland
2014-10-01,-0.034484,Switzerland
2014-11-01,-0.015032,Switzerland
2014-12-01,0.003368,Switzerland
2015-01-01,-0.678498,Switzerland
2015-02-01,-0.7561,Switzerland
2015-03-01,-0.730568,Switzerland
2015-04-01,-0.722648,Switzerland
2015-05-01,-0.726401,Switzerland
2015-06-01,-0.727129,Switzerland
2015-07-01,-0.738677,Switzerland
2015-08-01,-0.724588,Switzerland
2015-09-01,-0.719895,Switzerland
2015-10-01,-0.724732,Switzerland
2015-11-01,-0.72187,Switzerland
2015-12-01,-0.721086,Switzerland
2016-01-01,-0.723007,Switzerland
2016-02-01,-0.733788,Switzerland
2016-03-01,-0.737954,Switzerland
2016-04-01,-0.726368,Switzerland
2016-05-01,-0.729792,Switzerland
2016-06-01,-0.765593,Switzerland
2016-07-01,-0.745432,Switzerland
2016-08-01,-0.731087,Switzerland
2016-09-01,-0.744965,Switzerland
2016-10-01,-0.729412,Switzerland
2016-11-01,-0.728146,Switzerland
2016-12-01,-0.731921,Switzerland
2017-01-01,-0.732656,Switzerland
2017-02-01,-0.72986,Switzerland
2017-03-01,-0.737014,Switzerland
2017-04-01,-0.738899,Switzerland
2017-05-01,-0.734836,Switzerland
2017-06-01,-0.734155,Switzerland
2017-07-01,-0.732636,Switzerland
2017-08-01,-0.732305,Switzerland
2017-09-01,-0.742996,Switzerland
2017-10-01,-0.737404,Switzerland
2017-11-01,-0.736376,Switzerland
2017-12-01,-0.746149,Switzerland
2018-01-01,-0.740278,Switzerland
2018-02-01,-0.759249,Switzerland
2018-03-01,-0.73834,Switzerland
2018-04-01,-0.729806,Switzerland
2018-05-01,-0.728226,Switzerland
2018-06-01,-0.730086,Switzerland
2018-07-01,-0.730823,Switzerland
2018-08-01,-0.731997,Switzerland
2018-09-01,-0.785767,Switzerland
2018-10-01,-0.73731,Switzerland
2018-11-01,-0.732697,Switzerland
2018-12-01,-0.730971,Switzerland
2019-01-01,-0.731819,Switzerland
2019-02-01,-0.738785,Switzerland
2019-03-01,-0.737656,Switzerland
2019-04-01,-0.73173,Switzerland
2019-05-01,-0.73687,Switzerland
2019-06-01,-0.74023,Switzerland
2019-07-01,-0.74512,Switzerland
2019-08-01,-0.74726,Switzerland
2019-09-01,-0.74627,Switzerland
2019-10-01,-0.73297,Switzerland
2019-11-01,-0.7065,Switzerland
2019-12-01,-0.65925,Switzerland
2020-01-01,-0.70191,Switzerland
2020-02-01,-0.70741,Switzerland
2020-03-01,-0.66619,Switzerland
2020-04-01,-0.65946,Switzerland
2020-05-01,-0.65962,Switzerland
2020-06-01,-0.66239,Switzerland
2020-07-01,-0.7037,Switzerland
2020-08-01,-0.70568,Switzerland
2020-09-01,-0.71371,Switzerland
2020-10-01,-0.71804,Switzerland
2020-11-01,-0.72109,Switzerland
2020-12-01,-0.726264,Switzerland
2021-01-01,-0.725018,Switzerland
2021-02-01,-0.725267,Switzerland
2021-03-01,-0.72334,Switzerland
2021-04-01,-0.725071,Switzerland
2021-05-01,-0.725578,Switzerland
2021-06-01,-0.722566,Switzerland
2021-07-01,-0.721564,Switzerland
2021-08-01,-0.72305,Switzerland
2021-09-01,-0.672877,Switzerland
2021-10-01,-0.693678,Switzerland
2021-11-01,-0.680889,Switzerland
2021-12-01,-0.68483,Switzerland
2022-01-01,-0.696923,Switzerland
2022-02-01,-0.698075,Switzerland
2022-03-01,-0.701726,Switzerland
2022-04-01,-0.701592,Switzerland
2022-05-01,-0.692302,Switzerland
2022-06-01,-0.195447,Switzerland
2022-07-01,-0.18865,Switzerland
2022-08-01,-0.200623,Switzerland
2022-09-01,0.43653,Switzerland
2022-10-01,0.470718,Switzerland
2022-11-01,0.459251,Switzerland
2022-12-01,0.942118,Switzerland
2023-01-01,0.946142,Switzerland
2023-02-01,0.937929,Switzerland
2023-03-01,1.418617,Switzerland
2023-04-01,1.419656,Switzerland
2023-05-01,1.441883,Switzerland
2023-06-01,1.706544,Switzerland
2023-07-01,1.702332,Switzerland
2023-08-01,1.705343,Switzerland
2023-09-01,1.714893,Switzerland
2023-10-01,1.704967,Switzerland
2023-11-01,1.701526,Switzerland
2023-12-01,1.695237,Switzerland
2024-01-01,1.698236,Switzerland
2024-02-01,1.697838,Switzerland
2024-03-01,1.464207,Switzerland
2024-04-01,1.444518,Switzerland
2024-05-01,1.450122,Switzerland
2024-06-01,1.215794,Switzerland
2024-07-01,1.21096,Switzerland
2024-08-01,1.217226,Switzerland
2024-09-01,0.957401,Switzerland
2024-10-01,0.949059,Switzerland
2000-01-01,3.25,Sweden
2000-02-01,3.75,Sweden
2000-03-01,3.75,Sweden
2000-04-01,3.75,Sweden
2000-05-01,3.75,Sweden
2000-06-01,3.75,Sweden
2000-07-01,3.75,Sweden
2000-08-01,3.75,Sweden
2000-09-01,3.75,Sweden
2000-10-01,3.75,Sweden
2000-11-01,3.75,Sweden
2000-12-01,4.0,Sweden
2001-01-01,4.0,Sweden
2001-02-01,4.0,Sweden
2001-03-01,4.0,Sweden
2001-04-01,4.0,Sweden
2001-05-01,4.0,Sweden
2001-06-01,4.0,Sweden
2001-07-01,4.25,Sweden
2001-08-01,4.25,Sweden
2001-09-01,3.75,Sweden
2001-10-01,3.75,Sweden
2001-11-01,3.75,Sweden
2001-12-01,3.75,Sweden
2002-01-01,3.75,Sweden
2002-02-01,3.75,Sweden
2002-03-01,4.0,Sweden
2002-04-01,4.0,Sweden
2002-05-01,4.25,Sweden
2002-06-01,4.25,Sweden
2002-07-01,4.25,Sweden
2002-08-01,4.25,Sweden
2002-09-01,4.25,Sweden
2002-10-01,4.25,Sweden
2002-11-01,4.0,Sweden
2002-12-01,3.75,Sweden
2003-01-01,3.75,Sweden
2003-02-01,3.75,Sweden
2003-03-01,3.5,Sweden
2003-04-01,3.5,Sweden
2003-05-01,3.5,Sweden
2003-06-01,3.0,Sweden
2003-07-01,2.75,Sweden
2003-08-01,2.75,Sweden
2003-09-01,2.75,Sweden
2003-10-01,2.75,Sweden
2003-11-01,2.75,Sweden
2003-12-01,2.75,Sweden
2004-01-01,2.75,Sweden
2004-02-01,2.5,Sweden
2004-03-01,2.5,Sweden
2004-04-01,2.0,Sweden
2004-05-01,2.0,Sweden
2004-06-01,2.0,Sweden
2004-07-01,2.0,Sweden
2004-08-01,2.0,Sweden
2004-09-01,2.0,Sweden
2004-10-01,2.0,Sweden
2004-11-01,2.0,Sweden
2004-12-01,2.0,Sweden
2005-01-01,2.0,Sweden
2005-02-01,2.0,Sweden
2005-03-01,2.0,Sweden
2005-04-01,2.0,Sweden
2005-05-01,2.0,Sweden
2005-06-01,1.5,Sweden
2005-07-01,1.5,Sweden
2005-08-01,1.5,Sweden
2005-09-01,1.5,Sweden
2005-10-01,1.5,Sweden
2005-11-01,1.5,Sweden
2005-12-01,1.5,Sweden
2006-01-01,1.75,Sweden
2006-02-01,1.75,Sweden
2006-03-01,2.0,Sweden
2006-04-01,2.0,Sweden
2006-05-01,2.0,Sweden
2006-06-01,2.25,Sweden
2006-07-01,2.25,Sweden
2006-08-01,2.25,Sweden
2006-09-01,2.5,Sweden
2006-10-01,2.5,Sweden
2006-11-01,2.75,Sweden
2006-12-01,3.0,Sweden
2007-01-01,3.0,Sweden
2007-02-01,3.25,Sweden
2007-03-01,3.25,Sweden
2007-04-01,3.25,Sweden
2007-05-01,3.25,Sweden
2007-06-01,3.5,Sweden
2007-07-01,3.5,Sweden
2007-08-01,3.5,Sweden
2007-09-01,3.75,Sweden
2007-10-01,4.0,Sweden
2007-11-01,4.0,Sweden
2007-12-01,4.0,Sweden
2008-01-01,4.0,Sweden
2008-02-01,4.25,Sweden
2008-03-01,4.25,Sweden
2008-04-01,4.25,Sweden
2008-05-01,4.25,Sweden
2008-06-01,4.25,Sweden
2008-07-01,4.5,Sweden
2008-08-01,4.5,Sweden
2008-09-01,4.75,Sweden
2008-10-01,3.75,Sweden
2008-11-01,3.75,Sweden
2008-12-01,2.0,Sweden
2009-01-01,2.0,Sweden
2009-02-01,1.0,Sweden
2009-03-01,1.0,Sweden
2009-04-01,0.5,Sweden
2009-05-01,0.5,Sweden
2009-06-01,0.5,Sweden
2009-07-01,0.25,Sweden
2009-08-01,0.25,Sweden
2009-09-01,0.25,Sweden
2009-10-01,0.25,Sweden
2009-11-01,0.25,Sweden
2009-12-01,0.25,Sweden
2010-01-01,0.25,Sweden
2010-02-01,0.25,Sweden
2010-03-01,0.25,Sweden
2010-04-01,0.25,Sweden
2010-05-01,0.25,Sweden
2010-06-01,0.25,Sweden
2010-07-01,0.5,Sweden
2010-08-01,0.5,Sweden
2010-09-01,0.75,Sweden
2010-10-01,1.0,Sweden
2010-11-01,1.0,Sweden
2010-12-01,1.25,Sweden
2011-01-01,1.25,Sweden
2011-02-01,1.5,Sweden
2011-03-01,1.5,Sweden
2011-04-01,1.75,Sweden
2011-05-01,1.75,Sweden
2011-06-01,1.75,Sweden
2011-07-01,2.0,Sweden
2011-08-01,2.0,Sweden
2011-09-01,2.0,Sweden
2011-10-01,2.0,Sweden
2011-11-01,2.0,Sweden
2011-12-01,1.75,Sweden
2012-01-01,1.75,Sweden
2012-02-01,1.5,Sweden
2012-03-01,1.5,Sweden
2012-04-01,1.5,Sweden
2012-05-01,1.5,Sweden
2012-06-01,1.5,Sweden
2012-07-01,1.5,Sweden
2012-08-01,1.5,Sweden
2012-09-01,1.25,Sweden
2012-10-01,1.25,Sweden
2012-11-01,1.25,Sweden
2012-12-01,1.0,Sweden
2013-01-01,1.0,Sweden
2013-02-01,1.0,Sweden
2013-03-01,1.0,Sweden
2013-04-01,1.0,Sweden
2013-05-01,1.0,Sweden
2013-06-01,1.0,Sweden
2013-07-01,1.0,Sweden
2013-08-01,1.0,Sweden
2013-09-01,1.0,Sweden
2013-10-01,1.0,Sweden
2013-11-01,1.0,Sweden
2013-12-01,0.75,Sweden
2014-01-01,0.75,Sweden
2014-02-01,0.75,Sweden
2014-03-01,0.75,Sweden
2014-04-01,0.75,Sweden
2014-05-01,0.75,Sweden
2014-06-01,0.75,Sweden
2014-07-01,0.25,Sweden
2014-08-01,0.25,Sweden
2014-09-01,0.25,Sweden
2014-10-01,0.0,Sweden
2014-11-01,0.0,Sweden
2014-12-01,0.0,Sweden
2015-01-01,0.0,Sweden
2015-02-01,-0.1,Sweden
2015-03-01,-0.25,Sweden
2015-04-01,-0.25,Sweden
2015-05-01,-0.25,Sweden
2015-06-01,-0.25,Sweden
2015-07-01,-0.35,Sweden
2015-08-01,-0.35,Sweden
2015-09-01,-0.35,Sweden
2015-10-01,-0.35,Sweden
2015-11-01,-0.35,Sweden
2015-12-01,-0.35,Sweden
2016-01-01,-0.35,Sweden
2016-02-01,-0.5,Sweden
2016-03-01,-0.5,Sweden
2016-04-01,-0.5,Sweden
2016-05-01,-0.5,Sweden
2016-06-01,-0.5,Sweden
2016-07-01,-0.5,Sweden
2016-08-01,-0.5,Sweden
2016-09-01,-0.5,Sweden
2016-10-01,-0.5,Sweden
2016-11-01,-0.5,Sweden
2016-12-01,-0.5,Sweden
2017-01-01,-0.5,Sweden
2017-02-01,-0.5,Sweden
2017-03-01,-0.5,Sweden
2017-04-01,-0.5,Sweden
2017-05-01,-0.5,Sweden
2017-06-01,-0.5,Sweden
2017-07-01,-0.5,Sweden
2017-08-01,-0.5,Sweden
2017-09-01,-0.5,Sweden
2017-10-01,-0.5,Sweden
2017-11-01,-0.5,Sweden
2017-12-01,-0.5,Sweden
2018-01-01,-0.5,Sweden
2018-02-01,-0.5,Sweden
2018-03-01,-0.5,Sweden
2018-04-01,-0.5,Sweden
2018-05-01,-0.5,Sweden
2018-06-01,-0.5,Sweden
2018-07-01,-0.5,Sweden
2018-08-01,-0.5,Sweden
2018-09-01,-0.5,Sweden
2018-10-01,-0.5,Sweden
2018-11-01,-0.5,Sweden
2018-12-01,-0.5,Sweden
2019-01-01,-0.25,Sweden
2019-02-01,-0.25,Sweden
2019-03-01,-0.25,Sweden
2019-04-01,-0.25,Sweden
2019-05-01,-0.25,Sweden
2019-06-01,-0.25,Sweden
2019-07-01,-0.25,Sweden
2019-08-01,-0.25,Sweden
2019-09-01,-0.25,Sweden
2019-10-01,-0.25,Sweden
2019-11-01,-0.25,Sweden
2019-12-01,-0.25,Sweden
2020-01-01,0.0,Sweden
2020-02-01,0.0,Sweden
2020-03-01,0.0,Sweden
2020-04-01,0.0,Sweden
2020-05-01,0.0,Sweden
2020-06-01,0.0,Sweden
2020-07-01,0.0,Sweden
2020-08-01,0.0,Sweden
2020-09-01,0.0,Sweden
2020-10-01,0.0,Sweden
2020-11-01,0.0,Sweden
2020-12-01,0.0,Sweden
2021-01-01,0.0,Sweden
2021-02-01,0.0,Sweden
2021-03-01,0.0,Sweden
2021-04-01,0.0,Sweden
2021-05-01,0.0,Sweden
2021-06-01,0.0,Sweden
2021-07-01,0.0,Sweden
2021-08-01,0.0,Sweden
2021-09-01,0.0,Sweden
2021-10-01,0.0,Sweden
2021-11-01,0.0,Sweden
2021-12-01,0.0,Sweden
2022-01-01,0.0,Sweden
2022-02-01,0.0,Sweden
2022-03-01,0.0,Sweden
2022-04-01,0.0,Sweden
2022-05-01,0.25,Sweden
2022-06-01,0.25,Sweden
2022-07-01,0.75,Sweden
2022-08-01,0.75,Sweden
2022-09-01,1.75,Sweden
2022-10-01,1.75,Sweden
2022-11-01,2.5,Sweden
2022-12-01,2.5,Sweden
2023-01-01,2.5,Sweden
2023-02-01,3.0,Sweden
2023-03-01,3.0,Sweden
2023-04-01,3.0,Sweden
2023-05-01,3.5,Sweden
2023-06-01,3.5,Sweden
2023-07-01,3.75,Sweden
2023-08-01,3.75,Sweden
2023-09-01,4.0,Sweden
2023-10-01,4.0,Sweden
2023-11-01,4.0,Sweden
2023-12-01,4.0,Sweden
2024-01-01,4.0,Sweden
2024-02-01,4.0,Sweden
2024-03-01,4.0,Sweden
2024-04-01,4.0,Sweden
2024-05-01,3.75,Sweden
2024-06-01,3.75,Sweden
2024-07-01,3.75,Sweden
2024-08-01,3.5,Sweden
2024-09-01,3.5,Sweden
2024-10-01,3.25,Sweden
